Country,Region,Level of transmission,Week,"''"
United Kingdom,Inner London - East,Not reported,2020-W17,-
United Kingdom,Inner London - East,Not reported,2020-W18,-
United Kingdom,Inner London - East,Not reported,2020-W19,-
United Kingdom,Inner London - East,Not reported,2020-W20,-
United Kingdom,Inner London - East,Not reported,2020-W21,-
United Kingdom,Inner London - East,Not reported,2020-W22,-
United Kingdom,Inner London - East,Not reported,2020-W23,-
United Kingdom,Inner London - East,Not reported,2020-W24,-
United Kingdom,Inner London - East,Not reported,2020-W25,-
United Kingdom,Inner London - East,Not reported,2020-W26,-
United Kingdom,Inner London - East,Not reported,2020-W27,-
United Kingdom,Inner London - East,Not reported,2020-W28,-
United Kingdom,Inner London - East,Not reported,2020-W29,-
United Kingdom,Inner London - East,Not reported,2020-W30,-
United Kingdom,Inner London - East,Not reported,2020-W31,-
United Kingdom,Inner London - East,Not reported,2020-W32,-
United Kingdom,Inner London - East,Not reported,2020-W33,-
United Kingdom,Inner London - East,Not reported,2020-W34,-
United Kingdom,Inner London - East,Not reported,2020-W35,-
United Kingdom,Inner London - East,Not reported,2020-W36,-
United Kingdom,Inner London - East,Not reported,2020-W37,-
United Kingdom,Inner London - East,Not reported,2020-W38,-
United Kingdom,Inner London - East,Not reported,2020-W39,-
United Kingdom,Inner London - West,Not reported,2020-W01,-
United Kingdom,Inner London - West,Not reported,2020-W02,-
United Kingdom,Inner London - West,Not reported,2020-W03,-
United Kingdom,Inner London - West,Not reported,2020-W04,-
United Kingdom,Inner London - West,Not reported,2020-W05,-
United Kingdom,Inner London - West,Not reported,2020-W06,-
United Kingdom,Inner London - West,Not reported,2020-W07,-
United Kingdom,Inner London - West,Not reported,2020-W08,-
United Kingdom,Inner London - West,Not reported,2020-W09,-
United Kingdom,Inner London - West,Not reported,2020-W10,-
United Kingdom,Inner London - West,Not reported,2020-W11,-
United Kingdom,Inner London - West,Not reported,2020-W12,-
United Kingdom,Inner London - West,Not reported,2020-W13,-
United Kingdom,Inner London - West,Not reported,2020-W14,-
United Kingdom,Inner London - West,Not reported,2020-W15,-
United Kingdom,Inner London - West,Not reported,2020-W16,-
United Kingdom,Inner London - West,Not reported,2020-W17,-
United Kingdom,Inner London - West,Not reported,2020-W18,-
United Kingdom,Inner London - West,Not reported,2020-W19,-
United Kingdom,Inner London - West,Not reported,2020-W20,-
United Kingdom,Inner London - West,Not reported,2020-W21,-
United Kingdom,Inner London - West,Not reported,2020-W22,-
United Kingdom,Inner London - West,Not reported,2020-W23,-
United Kingdom,Inner London - West,Not reported,2020-W24,-
United Kingdom,Inner London - West,Not reported,2020-W25,-
United Kingdom,Inner London - West,Not reported,2020-W26,-
United Kingdom,Inner London - West,Not reported,2020-W27,-
United Kingdom,Inner London - West,Not reported,2020-W28,-
United Kingdom,Inner London - West,Not reported,2020-W29,-
United Kingdom,Inner London - West,Not reported,2020-W30,-
United Kingdom,Inner London - West,Not reported,2020-W31,-
United Kingdom,Inner London - West,Not reported,2020-W32,-
United Kingdom,Inner London - West,Not reported,2020-W33,-
United Kingdom,Inner London - West,Not reported,2020-W34,-
United Kingdom,Inner London - West,Not reported,2020-W35,-
United Kingdom,Inner London - West,Not reported,2020-W36,-
United Kingdom,Inner London - West,Not reported,2020-W37,-
United Kingdom,Inner London - West,Not reported,2020-W38,-
United Kingdom,Inner London - West,Not reported,2020-W39,-
United Kingdom,Kent,Not reported,2020-W01,-
United Kingdom,Kent,Not reported,2020-W02,-
United Kingdom,Kent,Not reported,2020-W03,-
United Kingdom,Kent,Not reported,2020-W04,-
United Kingdom,Kent,Not reported,2020-W05,-
United Kingdom,Kent,Not reported,2020-W06,-
United Kingdom,Kent,Not reported,2020-W07,-
United Kingdom,Kent,Not reported,2020-W08,-
United Kingdom,Kent,Not reported,2020-W09,-
United Kingdom,Kent,Not reported,2020-W10,-
United Kingdom,Kent,Not reported,2020-W11,-
United Kingdom,Kent,Not reported,2020-W12,-
United Kingdom,Kent,Not reported,2020-W13,-
United Kingdom,Kent,Not reported,2020-W14,-
United Kingdom,Kent,Not reported,2020-W15,-
United Kingdom,Kent,Not reported,2020-W16,-
United Kingdom,Kent,Not reported,2020-W17,-
United Kingdom,Kent,Not reported,2020-W18,-
United Kingdom,Kent,Not reported,2020-W19,-
United Kingdom,Kent,Not reported,2020-W20,-
United Kingdom,Kent,Not reported,2020-W21,-
United Kingdom,Kent,Not reported,2020-W22,-
United Kingdom,Kent,Not reported,2020-W23,-
United Kingdom,Kent,Not reported,2020-W24,-
United Kingdom,Kent,Not reported,2020-W25,-
United Kingdom,Kent,Not reported,2020-W26,-
United Kingdom,Kent,Not reported,2020-W27,-
United Kingdom,Kent,Not reported,2020-W28,-
United Kingdom,Kent,Not reported,2020-W29,-
United Kingdom,Kent,Not reported,2020-W30,-
United Kingdom,Kent,Not reported,2020-W31,-
United Kingdom,Kent,Not reported,2020-W32,-
United Kingdom,Kent,Not reported,2020-W33,-
United Kingdom,Kent,Not reported,2020-W34,-
United Kingdom,Kent,Not reported,2020-W35,-
United Kingdom,Kent,Not reported,2020-W36,-
United Kingdom,Kent,Not reported,2020-W37,-
United Kingdom,Kent,Not reported,2020-W38,-
United Kingdom,Kent,Not reported,2020-W39,-
United Kingdom,Lancashire,Not reported,2020-W01,-
United Kingdom,Lancashire,Not reported,2020-W02,-
United Kingdom,Lancashire,Not reported,2020-W03,-
United Kingdom,Lancashire,Not reported,2020-W04,-
United Kingdom,Lancashire,Not reported,2020-W05,-
United Kingdom,Lancashire,Not reported,2020-W06,-
United Kingdom,Lancashire,Not reported,2020-W07,-
United Kingdom,Lancashire,Not reported,2020-W08,-
United Kingdom,Lancashire,Not reported,2020-W09,-
United Kingdom,Lancashire,Not reported,2020-W10,-
United Kingdom,Lancashire,Not reported,2020-W11,-
United Kingdom,Lancashire,Not reported,2020-W12,-
United Kingdom,Lancashire,Not reported,2020-W13,-
United Kingdom,Lancashire,Not reported,2020-W14,-
United Kingdom,Lancashire,Not reported,2020-W15,-
United Kingdom,Lancashire,Not reported,2020-W16,-
United Kingdom,Lancashire,Not reported,2020-W17,-
United Kingdom,Lancashire,Not reported,2020-W18,-
United Kingdom,Lancashire,Not reported,2020-W19,-
United Kingdom,Lancashire,Not reported,2020-W20,-
United Kingdom,Lancashire,Not reported,2020-W21,-
United Kingdom,Lancashire,Not reported,2020-W22,-
United Kingdom,Lancashire,Not reported,2020-W23,-
United Kingdom,Lancashire,Not reported,2020-W24,-
United Kingdom,Lancashire,Not reported,2020-W25,-
United Kingdom,Lancashire,Not reported,2020-W26,-
United Kingdom,Lancashire,Not reported,2020-W27,-
United Kingdom,Lancashire,Not reported,2020-W28,-
United Kingdom,Lancashire,Not reported,2020-W29,-
United Kingdom,Lancashire,Not reported,2020-W30,-
United Kingdom,Lancashire,Not reported,2020-W31,-
United Kingdom,Lancashire,Not reported,2020-W32,-
United Kingdom,Lancashire,Not reported,2020-W33,-
United Kingdom,Lancashire,Not reported,2020-W34,-
United Kingdom,Lancashire,Not reported,2020-W35,-
United Kingdom,Lancashire,Not reported,2020-W36,-
United Kingdom,Lancashire,Not reported,2020-W37,-
United Kingdom,Lancashire,Not reported,2020-W38,-
United Kingdom,Lancashire,Not reported,2020-W39,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W01,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W02,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W03,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W04,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W05,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W06,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W07,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W08,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W09,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W10,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W11,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W12,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W13,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W14,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W15,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W16,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W17,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W18,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W19,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W20,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W21,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W22,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W23,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W24,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W25,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W26,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W27,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W28,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W29,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W30,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W31,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W32,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W33,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W34,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W35,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W36,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W37,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W38,-
United Kingdom,"Leicestershire, Rutland And Northamptonshire",Not reported,2020-W39,-
United Kingdom,Lincolnshire,Not reported,2020-W01,-
United Kingdom,Lincolnshire,Not reported,2020-W02,-
United Kingdom,Lincolnshire,Not reported,2020-W03,-
United Kingdom,Lincolnshire,Not reported,2020-W04,-
United Kingdom,Lincolnshire,Not reported,2020-W05,-
United Kingdom,Lincolnshire,Not reported,2020-W06,-
United Kingdom,Lincolnshire,Not reported,2020-W07,-
United Kingdom,Lincolnshire,Not reported,2020-W08,-
United Kingdom,Lincolnshire,Not reported,2020-W09,-
United Kingdom,Lincolnshire,Not reported,2020-W10,-
United Kingdom,Lincolnshire,Not reported,2020-W11,-
United Kingdom,Lincolnshire,Not reported,2020-W12,-
United Kingdom,Lincolnshire,Not reported,2020-W13,-
United Kingdom,Lincolnshire,Not reported,2020-W14,-
United Kingdom,Lincolnshire,Not reported,2020-W15,-
United Kingdom,Lincolnshire,Not reported,2020-W16,-
United Kingdom,Lincolnshire,Not reported,2020-W17,-
United Kingdom,Lincolnshire,Not reported,2020-W18,-
United Kingdom,Lincolnshire,Not reported,2020-W19,-
United Kingdom,Lincolnshire,Not reported,2020-W20,-
United Kingdom,Lincolnshire,Not reported,2020-W21,-
United Kingdom,Lincolnshire,Not reported,2020-W22,-
United Kingdom,Lincolnshire,Not reported,2020-W23,-
United Kingdom,Lincolnshire,Not reported,2020-W24,-
United Kingdom,Lincolnshire,Not reported,2020-W25,-
United Kingdom,Lincolnshire,Not reported,2020-W26,-
United Kingdom,Lincolnshire,Not reported,2020-W27,-
United Kingdom,Lincolnshire,Not reported,2020-W28,-
United Kingdom,Lincolnshire,Not reported,2020-W29,-
United Kingdom,Lincolnshire,Not reported,2020-W30,-
United Kingdom,Lincolnshire,Not reported,2020-W31,-
United Kingdom,Lincolnshire,Not reported,2020-W32,-
United Kingdom,Lincolnshire,Not reported,2020-W33,-
United Kingdom,Lincolnshire,Not reported,2020-W34,-
United Kingdom,Lincolnshire,Not reported,2020-W35,-
United Kingdom,Lincolnshire,Not reported,2020-W36,-
United Kingdom,Lincolnshire,Not reported,2020-W37,-
United Kingdom,Lincolnshire,Not reported,2020-W38,-
United Kingdom,Lincolnshire,Not reported,2020-W39,-
United Kingdom,Merseyside,Not reported,2020-W01,-
United Kingdom,Merseyside,Not reported,2020-W02,-
United Kingdom,Merseyside,Not reported,2020-W03,-
United Kingdom,Merseyside,Not reported,2020-W04,-
United Kingdom,Merseyside,Not reported,2020-W05,-
United Kingdom,Merseyside,Not reported,2020-W06,-
United Kingdom,Merseyside,Not reported,2020-W07,-
United Kingdom,Merseyside,Not reported,2020-W08,-
United Kingdom,Merseyside,Not reported,2020-W09,-
United Kingdom,Merseyside,Not reported,2020-W10,-
United Kingdom,Merseyside,Not reported,2020-W11,-
United Kingdom,Merseyside,Not reported,2020-W12,-
United Kingdom,Merseyside,Not reported,2020-W13,-
United Kingdom,Merseyside,Not reported,2020-W14,-
United Kingdom,Merseyside,Not reported,2020-W15,-
United Kingdom,Merseyside,Not reported,2020-W16,-
United Kingdom,Merseyside,Not reported,2020-W17,-
United Kingdom,Merseyside,Not reported,2020-W18,-
United Kingdom,Merseyside,Not reported,2020-W19,-
United Kingdom,Merseyside,Not reported,2020-W20,-
United Kingdom,Merseyside,Not reported,2020-W21,-
United Kingdom,Merseyside,Not reported,2020-W22,-
United Kingdom,Merseyside,Not reported,2020-W23,-
United Kingdom,Merseyside,Not reported,2020-W24,-
United Kingdom,Merseyside,Not reported,2020-W25,-
United Kingdom,Merseyside,Not reported,2020-W26,-
United Kingdom,Merseyside,Not reported,2020-W27,-
United Kingdom,Merseyside,Not reported,2020-W28,-
United Kingdom,Merseyside,Not reported,2020-W29,-
United Kingdom,Merseyside,Not reported,2020-W30,-
United Kingdom,Merseyside,Not reported,2020-W31,-
United Kingdom,Merseyside,Not reported,2020-W32,-
United Kingdom,Merseyside,Not reported,2020-W33,-
United Kingdom,Merseyside,Not reported,2020-W34,-
United Kingdom,Merseyside,Not reported,2020-W35,-
United Kingdom,Merseyside,Not reported,2020-W36,-
United Kingdom,Merseyside,Not reported,2020-W37,-
United Kingdom,Merseyside,Not reported,2020-W38,-
United Kingdom,Merseyside,Not reported,2020-W39,-
United Kingdom,North Eastern Scotland,Not reported,2020-W01,-
United Kingdom,North Eastern Scotland,Not reported,2020-W02,-
United Kingdom,North Eastern Scotland,Not reported,2020-W03,-
United Kingdom,North Eastern Scotland,Not reported,2020-W04,-
United Kingdom,North Eastern Scotland,Not reported,2020-W05,-
United Kingdom,North Eastern Scotland,Not reported,2020-W06,-
United Kingdom,North Eastern Scotland,Not reported,2020-W07,-
United Kingdom,North Eastern Scotland,Not reported,2020-W08,-
United Kingdom,North Eastern Scotland,Not reported,2020-W09,-
United Kingdom,North Eastern Scotland,Not reported,2020-W10,-
United Kingdom,North Eastern Scotland,Not reported,2020-W11,-
United Kingdom,North Eastern Scotland,Not reported,2020-W12,-
United Kingdom,North Eastern Scotland,Not reported,2020-W13,-
United Kingdom,North Eastern Scotland,Not reported,2020-W14,-
United Kingdom,North Eastern Scotland,Not reported,2020-W15,-
United Kingdom,North Eastern Scotland,Not reported,2020-W16,-
United Kingdom,North Eastern Scotland,Not reported,2020-W17,-
United Kingdom,North Eastern Scotland,Not reported,2020-W18,-
United Kingdom,North Eastern Scotland,Not reported,2020-W19,-
United Kingdom,North Eastern Scotland,Not reported,2020-W20,-
United Kingdom,North Eastern Scotland,Not reported,2020-W21,-
United Kingdom,North Eastern Scotland,Not reported,2020-W22,-
United Kingdom,North Eastern Scotland,Not reported,2020-W23,-
United Kingdom,North Eastern Scotland,Not reported,2020-W24,-
United Kingdom,North Eastern Scotland,Not reported,2020-W25,-
United Kingdom,North Eastern Scotland,Not reported,2020-W26,-
United Kingdom,North Eastern Scotland,Not reported,2020-W27,-
United Kingdom,North Eastern Scotland,Not reported,2020-W28,-
United Kingdom,North Eastern Scotland,Not reported,2020-W29,-
United Kingdom,North Eastern Scotland,Not reported,2020-W30,-
United Kingdom,North Eastern Scotland,Not reported,2020-W31,-
United Kingdom,North Eastern Scotland,Not reported,2020-W32,-
United Kingdom,North Eastern Scotland,Not reported,2020-W33,-
United Kingdom,North Eastern Scotland,Not reported,2020-W34,-
United Kingdom,North Eastern Scotland,Not reported,2020-W35,-
United Kingdom,North Eastern Scotland,Not reported,2020-W36,-
United Kingdom,North Eastern Scotland,Not reported,2020-W37,-
United Kingdom,North Eastern Scotland,Not reported,2020-W38,-
United Kingdom,North Eastern Scotland,Not reported,2020-W39,-
United Kingdom,North Yorkshire,Not reported,2020-W01,-
United Kingdom,North Yorkshire,Not reported,2020-W02,-
United Kingdom,North Yorkshire,Not reported,2020-W03,-
United Kingdom,North Yorkshire,Not reported,2020-W04,-
United Kingdom,North Yorkshire,Not reported,2020-W05,-
United Kingdom,North Yorkshire,Not reported,2020-W06,-
United Kingdom,North Yorkshire,Not reported,2020-W07,-
United Kingdom,North Yorkshire,Not reported,2020-W08,-
United Kingdom,North Yorkshire,Not reported,2020-W09,-
United Kingdom,North Yorkshire,Not reported,2020-W10,-
United Kingdom,North Yorkshire,Not reported,2020-W11,-
United Kingdom,North Yorkshire,Not reported,2020-W12,-
United Kingdom,North Yorkshire,Not reported,2020-W13,-
United Kingdom,North Yorkshire,Not reported,2020-W14,-
United Kingdom,North Yorkshire,Not reported,2020-W15,-
United Kingdom,North Yorkshire,Not reported,2020-W16,-
United Kingdom,North Yorkshire,Not reported,2020-W17,-
United Kingdom,North Yorkshire,Not reported,2020-W18,-
United Kingdom,North Yorkshire,Not reported,2020-W19,-
United Kingdom,North Yorkshire,Not reported,2020-W20,-
United Kingdom,North Yorkshire,Not reported,2020-W21,-
United Kingdom,North Yorkshire,Not reported,2020-W22,-
United Kingdom,North Yorkshire,Not reported,2020-W23,-
United Kingdom,North Yorkshire,Not reported,2020-W24,-
United Kingdom,North Yorkshire,Not reported,2020-W25,-
United Kingdom,North Yorkshire,Not reported,2020-W26,-
United Kingdom,North Yorkshire,Not reported,2020-W27,-
United Kingdom,North Yorkshire,Not reported,2020-W28,-
United Kingdom,North Yorkshire,Not reported,2020-W29,-
United Kingdom,North Yorkshire,Not reported,2020-W30,-
United Kingdom,North Yorkshire,Not reported,2020-W31,-
United Kingdom,North Yorkshire,Not reported,2020-W32,-
United Kingdom,North Yorkshire,Not reported,2020-W33,-
United Kingdom,North Yorkshire,Not reported,2020-W34,-
United Kingdom,North Yorkshire,Not reported,2020-W35,-
United Kingdom,North Yorkshire,Not reported,2020-W36,-
United Kingdom,North Yorkshire,Not reported,2020-W37,-
United Kingdom,North Yorkshire,Not reported,2020-W38,-
United Kingdom,North Yorkshire,Not reported,2020-W39,-
United Kingdom,Northern Ireland,Not reported,2020-W01,-
United Kingdom,Northern Ireland,Not reported,2020-W02,-
United Kingdom,Northern Ireland,Not reported,2020-W03,-
United Kingdom,Northern Ireland,Not reported,2020-W04,-
United Kingdom,Northern Ireland,Not reported,2020-W05,-
United Kingdom,Northern Ireland,Not reported,2020-W06,-
United Kingdom,Northern Ireland,Not reported,2020-W07,-
United Kingdom,Northern Ireland,Not reported,2020-W08,-
United Kingdom,Northern Ireland,Not reported,2020-W09,-
United Kingdom,Northern Ireland,Not reported,2020-W10,-
United Kingdom,Northern Ireland,Not reported,2020-W11,-
United Kingdom,Northern Ireland,Not reported,2020-W12,-
United Kingdom,Northern Ireland,Not reported,2020-W13,-
United Kingdom,Northern Ireland,Not reported,2020-W14,-
United Kingdom,Northern Ireland,Not reported,2020-W15,-
United Kingdom,Northern Ireland,Not reported,2020-W16,-
United Kingdom,Northern Ireland,Not reported,2020-W17,-
United Kingdom,Northern Ireland,Not reported,2020-W18,-
United Kingdom,Northern Ireland,Not reported,2020-W19,-
United Kingdom,Northern Ireland,Not reported,2020-W20,-
United Kingdom,Northern Ireland,Not reported,2020-W21,-
United Kingdom,Northern Ireland,Not reported,2020-W22,-
United Kingdom,Northern Ireland,Not reported,2020-W23,-
United Kingdom,Northern Ireland,Not reported,2020-W24,-
United Kingdom,Northern Ireland,Not reported,2020-W25,-
United Kingdom,Northern Ireland,Not reported,2020-W26,-
United Kingdom,Northern Ireland,Not reported,2020-W27,-
United Kingdom,Northern Ireland,Not reported,2020-W28,-
United Kingdom,Northern Ireland,Not reported,2020-W29,-
United Kingdom,Northern Ireland,Not reported,2020-W30,-
United Kingdom,Northern Ireland,Not reported,2020-W31,-
United Kingdom,Northern Ireland,Not reported,2020-W32,-
United Kingdom,Northern Ireland,Not reported,2020-W33,-
United Kingdom,Northern Ireland,Not reported,2020-W34,-
United Kingdom,Northern Ireland,Not reported,2020-W35,-
United Kingdom,Northern Ireland,Not reported,2020-W36,-
United Kingdom,Northern Ireland,Not reported,2020-W37,-
United Kingdom,Northern Ireland,Not reported,2020-W38,-
United Kingdom,Northern Ireland,Not reported,2020-W39,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W01,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W02,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W03,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W04,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W05,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W06,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W07,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W08,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W09,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W10,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W11,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W12,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W13,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W14,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W15,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W16,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W17,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W18,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W19,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W20,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W21,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W22,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W23,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W24,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W25,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W26,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W27,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W28,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W29,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W30,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W31,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W32,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W33,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W34,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W35,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W36,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W37,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W38,-
United Kingdom,Northumberland And Tyne And Wear,Not reported,2020-W39,-
United Kingdom,Outer London - East And North East,Not reported,2020-W01,-
United Kingdom,Outer London - East And North East,Not reported,2020-W02,-
United Kingdom,Outer London - East And North East,Not reported,2020-W03,-
United Kingdom,Outer London - East And North East,Not reported,2020-W04,-
United Kingdom,Outer London - East And North East,Not reported,2020-W05,-
United Kingdom,Outer London - East And North East,Not reported,2020-W06,-
United Kingdom,Outer London - East And North East,Not reported,2020-W07,-
United Kingdom,Outer London - East And North East,Not reported,2020-W08,-
United Kingdom,Outer London - East And North East,Not reported,2020-W09,-
United Kingdom,Outer London - East And North East,Not reported,2020-W10,-
United Kingdom,Outer London - East And North East,Not reported,2020-W11,-
United Kingdom,Outer London - East And North East,Not reported,2020-W12,-
United Kingdom,Outer London - East And North East,Not reported,2020-W13,-
United Kingdom,Outer London - East And North East,Not reported,2020-W14,-
United Kingdom,Outer London - East And North East,Not reported,2020-W15,-
United Kingdom,Outer London - East And North East,Not reported,2020-W16,-
United Kingdom,Outer London - East And North East,Not reported,2020-W17,-
United Kingdom,Outer London - East And North East,Not reported,2020-W18,-
United Kingdom,Outer London - East And North East,Not reported,2020-W19,-
United Kingdom,Outer London - East And North East,Not reported,2020-W20,-
United Kingdom,Outer London - East And North East,Not reported,2020-W21,-
United Kingdom,Outer London - East And North East,Not reported,2020-W22,-
United Kingdom,Outer London - East And North East,Not reported,2020-W23,-
United Kingdom,Outer London - East And North East,Not reported,2020-W24,-
United Kingdom,Outer London - East And North East,Not reported,2020-W25,-
United Kingdom,Outer London - East And North East,Not reported,2020-W26,-
United Kingdom,Outer London - East And North East,Not reported,2020-W27,-
United Kingdom,Outer London - East And North East,Not reported,2020-W28,-
United Kingdom,Outer London - East And North East,Not reported,2020-W29,-
United Kingdom,Outer London - East And North East,Not reported,2020-W30,-
United Kingdom,Outer London - East And North East,Not reported,2020-W31,-
United Kingdom,Outer London - East And North East,Not reported,2020-W32,-
United Kingdom,Outer London - East And North East,Not reported,2020-W33,-
United Kingdom,Outer London - East And North East,Not reported,2020-W34,-
United Kingdom,Outer London - East And North East,Not reported,2020-W35,-
United Kingdom,Outer London - East And North East,Not reported,2020-W36,-
United Kingdom,Outer London - East And North East,Not reported,2020-W37,-
United Kingdom,Outer London - East And North East,Not reported,2020-W38,-
United Kingdom,Outer London - East And North East,Not reported,2020-W39,-
United Kingdom,Outer London - South,Not reported,2020-W01,-
United Kingdom,Outer London - South,Not reported,2020-W02,-
United Kingdom,Outer London - South,Not reported,2020-W03,-
United Kingdom,Outer London - South,Not reported,2020-W04,-
United Kingdom,Outer London - South,Not reported,2020-W05,-
United Kingdom,Outer London - South,Not reported,2020-W06,-
United Kingdom,Outer London - South,Not reported,2020-W07,-
United Kingdom,Outer London - South,Not reported,2020-W08,-
United Kingdom,Outer London - South,Not reported,2020-W09,-
United Kingdom,Outer London - South,Not reported,2020-W10,-
United Kingdom,Outer London - South,Not reported,2020-W11,-
United Kingdom,Outer London - South,Not reported,2020-W12,-
United Kingdom,Outer London - South,Not reported,2020-W13,-
United Kingdom,Outer London - South,Not reported,2020-W14,-
United Kingdom,Outer London - South,Not reported,2020-W15,-
United Kingdom,Outer London - South,Not reported,2020-W16,-
United Kingdom,Outer London - South,Not reported,2020-W17,-
United Kingdom,Outer London - South,Not reported,2020-W18,-
United Kingdom,Outer London - South,Not reported,2020-W19,-
United Kingdom,Outer London - South,Not reported,2020-W20,-
United Kingdom,Outer London - South,Not reported,2020-W21,-
United Kingdom,Outer London - South,Not reported,2020-W22,-
United Kingdom,Outer London - South,Not reported,2020-W23,-
United Kingdom,Outer London - South,Not reported,2020-W24,-
United Kingdom,Outer London - South,Not reported,2020-W25,-
United Kingdom,Outer London - South,Not reported,2020-W26,-
United Kingdom,Outer London - South,Not reported,2020-W27,-
United Kingdom,Outer London - South,Not reported,2020-W28,-
