Country,Region,Level of transmission,Week,"''"
France,Guyane,Community,2020-W37,-
France,Guyane,Community,2020-W38,-
France,Guyane,Not reported,2020-W39,-
France,Haute-Normandie,Not reported,2020-W01,-
France,Haute-Normandie,Not reported,2020-W02,-
France,Haute-Normandie,Not reported,2020-W03,-
France,Haute-Normandie,Not reported,2020-W04,-
France,Haute-Normandie,Not reported,2020-W05,-
France,Haute-Normandie,Not reported,2020-W06,-
France,Haute-Normandie,Not reported,2020-W07,-
France,Haute-Normandie,Not reported,2020-W08,-
France,Haute-Normandie,No cases,2020-W09,-
France,Haute-Normandie,Sporadic,2020-W10,-
France,Haute-Normandie,Community,2020-W11,-
France,Haute-Normandie,Community,2020-W12,-
France,Haute-Normandie,Community,2020-W13,-
France,Haute-Normandie,Community,2020-W14,-
France,Haute-Normandie,Community,2020-W15,-
France,Haute-Normandie,Community,2020-W16,-
France,Haute-Normandie,Community,2020-W17,-
France,Haute-Normandie,Community,2020-W18,-
France,Haute-Normandie,Community,2020-W19,-
France,Haute-Normandie,Community,2020-W20,-
France,Haute-Normandie,Community,2020-W21,-
France,Haute-Normandie,Community,2020-W22,-
France,Haute-Normandie,Sporadic,2020-W23,-
France,Haute-Normandie,Clusters,2020-W24,-
France,Haute-Normandie,Clusters,2020-W25,-
France,Haute-Normandie,Clusters,2020-W26,-
France,Haute-Normandie,Clusters,2020-W27,-
France,Haute-Normandie,Clusters,2020-W28,-
France,Haute-Normandie,Clusters,2020-W29,-
France,Haute-Normandie,Clusters,2020-W30,-
France,Haute-Normandie,Clusters,2020-W31,-
France,Haute-Normandie,Clusters,2020-W32,-
France,Haute-Normandie,Clusters,2020-W33,-
France,Haute-Normandie,Clusters,2020-W34,-
France,Haute-Normandie,Community,2020-W35,-
France,Haute-Normandie,Community,2020-W36,-
France,Haute-Normandie,Community,2020-W37,-
France,Haute-Normandie,Community,2020-W38,-
France,Haute-Normandie,Not reported,2020-W39,-
France,Ile-De-France,Not reported,2020-W01,-
France,Ile-De-France,Not reported,2020-W02,-
France,Ile-De-France,Not reported,2020-W03,-
France,Ile-De-France,Not reported,2020-W04,-
France,Ile-De-France,Not reported,2020-W05,-
France,Ile-De-France,Not reported,2020-W06,-
France,Ile-De-France,Not reported,2020-W07,-
France,Ile-De-France,Not reported,2020-W08,-
France,Ile-De-France,Clusters,2020-W09,-
France,Ile-De-France,Community,2020-W10,-
France,Ile-De-France,Community,2020-W11,-
France,Ile-De-France,Community,2020-W12,-
France,Ile-De-France,Community,2020-W13,-
France,Ile-De-France,Community,2020-W14,-
France,Ile-De-France,Community,2020-W15,-
France,Ile-De-France,Community,2020-W16,-
France,Ile-De-France,Community,2020-W17,-
France,Ile-De-France,Community,2020-W18,-
France,Ile-De-France,Community,2020-W19,-
France,Ile-De-France,Community,2020-W20,-
France,Ile-De-France,Community,2020-W21,-
France,Ile-De-France,Community,2020-W22,-
France,Ile-De-France,Clusters,2020-W23,-
France,Ile-De-France,Clusters,2020-W24,-
France,Ile-De-France,Clusters,2020-W25,-
France,Ile-De-France,Clusters,2020-W26,-
France,Ile-De-France,Clusters,2020-W27,-
France,Ile-De-France,Clusters,2020-W28,-
France,Ile-De-France,Clusters,2020-W29,-
France,Ile-De-France,Clusters,2020-W30,-
France,Ile-De-France,Clusters,2020-W31,-
France,Ile-De-France,Community,2020-W32,-
France,Ile-De-France,Community,2020-W33,-
France,Ile-De-France,Community,2020-W34,-
France,Ile-De-France,Community,2020-W35,-
France,Ile-De-France,Community,2020-W36,-
France,Ile-De-France,Community,2020-W37,-
France,Ile-De-France,Community,2020-W38,-
France,Ile-De-France,Not reported,2020-W39,-
France,La Reunion,Not reported,2020-W01,-
France,La Reunion,Not reported,2020-W02,-
France,La Reunion,Not reported,2020-W03,-
France,La Reunion,Not reported,2020-W04,-
France,La Reunion,Not reported,2020-W05,-
France,La Reunion,Not reported,2020-W06,-
France,La Reunion,Not reported,2020-W07,-
France,La Reunion,Not reported,2020-W08,-
France,La Reunion,No cases,2020-W09,-
France,La Reunion,No cases,2020-W10,-
France,La Reunion,Sporadic,2020-W11,-
France,La Reunion,Sporadic,2020-W12,-
France,La Reunion,Clusters,2020-W13,-
France,La Reunion,Clusters,2020-W14,-
France,La Reunion,Clusters,2020-W15,-
France,La Reunion,Clusters,2020-W16,-
France,La Reunion,Clusters,2020-W17,-
France,La Reunion,Sporadic,2020-W18,-
France,La Reunion,Sporadic,2020-W19,-
France,La Reunion,Sporadic,2020-W20,-
France,La Reunion,Sporadic,2020-W21,-
France,La Reunion,Sporadic,2020-W22,-
France,La Reunion,Sporadic,2020-W23,-
France,La Reunion,Sporadic,2020-W24,-
France,La Reunion,Sporadic,2020-W25,-
France,La Reunion,Sporadic,2020-W26,-
France,La Reunion,Sporadic,2020-W27,-
France,La Reunion,Sporadic,2020-W28,-
France,La Reunion,Sporadic,2020-W29,-
France,La Reunion,Sporadic,2020-W30,-
France,La Reunion,Sporadic,2020-W31,-
France,La Reunion,Clusters,2020-W32,-
France,La Reunion,Clusters,2020-W33,-
France,La Reunion,Community,2020-W34,-
France,La Reunion,Community,2020-W35,-
France,La Reunion,Community,2020-W36,-
France,La Reunion,Community,2020-W37,-
France,La Reunion,Community,2020-W38,-
France,La Reunion,Not reported,2020-W39,-
France,Languedoc-Roussillon,Not reported,2020-W01,-
France,Languedoc-Roussillon,Not reported,2020-W02,-
France,Languedoc-Roussillon,Not reported,2020-W03,-
France,Languedoc-Roussillon,Not reported,2020-W04,-
France,Languedoc-Roussillon,Not reported,2020-W05,-
France,Languedoc-Roussillon,Not reported,2020-W06,-
France,Languedoc-Roussillon,Not reported,2020-W07,-
France,Languedoc-Roussillon,Not reported,2020-W08,-
France,Languedoc-Roussillon,Sporadic,2020-W09,-
France,Languedoc-Roussillon,Clusters,2020-W10,-
France,Languedoc-Roussillon,Community,2020-W11,-
France,Languedoc-Roussillon,Community,2020-W12,-
France,Languedoc-Roussillon,Community,2020-W13,-
France,Languedoc-Roussillon,Community,2020-W14,-
France,Languedoc-Roussillon,Community,2020-W15,-
France,Languedoc-Roussillon,Community,2020-W16,-
France,Languedoc-Roussillon,Community,2020-W17,-
France,Languedoc-Roussillon,Community,2020-W18,-
France,Languedoc-Roussillon,Community,2020-W19,-
France,Languedoc-Roussillon,Community,2020-W20,-
France,Languedoc-Roussillon,Community,2020-W21,-
France,Languedoc-Roussillon,Clusters,2020-W22,-
France,Languedoc-Roussillon,Clusters,2020-W23,-
France,Languedoc-Roussillon,Clusters,2020-W24,-
France,Languedoc-Roussillon,Clusters,2020-W25,-
France,Languedoc-Roussillon,Clusters,2020-W26,-
France,Languedoc-Roussillon,Clusters,2020-W27,-
France,Languedoc-Roussillon,Clusters,2020-W28,-
France,Languedoc-Roussillon,Clusters,2020-W29,-
France,Languedoc-Roussillon,Clusters,2020-W30,-
France,Languedoc-Roussillon,Clusters,2020-W31,-
France,Languedoc-Roussillon,Clusters,2020-W32,-
France,Languedoc-Roussillon,Clusters,2020-W33,-
France,Languedoc-Roussillon,Clusters,2020-W34,-
France,Languedoc-Roussillon,Community,2020-W35,-
France,Languedoc-Roussillon,Community,2020-W36,-
France,Languedoc-Roussillon,Community,2020-W37,-
France,Languedoc-Roussillon,Community,2020-W38,-
France,Languedoc-Roussillon,Not reported,2020-W39,-
France,Limousin,Not reported,2020-W01,-
France,Limousin,Not reported,2020-W02,-
France,Limousin,Not reported,2020-W03,-
France,Limousin,Not reported,2020-W04,-
France,Limousin,Not reported,2020-W05,-
France,Limousin,Not reported,2020-W06,-
France,Limousin,Not reported,2020-W07,-
France,Limousin,Not reported,2020-W08,-
France,Limousin,Sporadic,2020-W09,-
France,Limousin,Clusters,2020-W10,-
France,Limousin,Clusters,2020-W11,-
France,Limousin,Community,2020-W12,-
France,Limousin,Community,2020-W13,-
France,Limousin,Community,2020-W14,-
France,Limousin,Community,2020-W15,-
France,Limousin,Community,2020-W16,-
France,Limousin,Community,2020-W17,-
France,Limousin,Community,2020-W18,-
France,Limousin,Clusters,2020-W19,-
France,Limousin,Clusters,2020-W20,-
France,Limousin,Clusters,2020-W21,-
France,Limousin,Clusters,2020-W22,-
France,Limousin,Clusters,2020-W23,-
France,Limousin,Sporadic,2020-W24,-
France,Limousin,Sporadic,2020-W25,-
France,Limousin,Sporadic,2020-W26,-
France,Limousin,Clusters,2020-W27,-
France,Limousin,Clusters,2020-W28,-
France,Limousin,Clusters,2020-W29,-
France,Limousin,Clusters,2020-W30,-
France,Limousin,Clusters,2020-W31,-
France,Limousin,Clusters,2020-W32,-
France,Limousin,Clusters,2020-W33,-
France,Limousin,Clusters,2020-W34,-
France,Limousin,Community,2020-W35,-
France,Limousin,Community,2020-W36,-
France,Limousin,Community,2020-W37,-
France,Limousin,Community,2020-W38,-
France,Limousin,Not reported,2020-W39,-
France,Lorraine,Not reported,2020-W01,-
France,Lorraine,Not reported,2020-W02,-
France,Lorraine,Not reported,2020-W03,-
France,Lorraine,Not reported,2020-W04,-
France,Lorraine,Not reported,2020-W05,-
France,Lorraine,Not reported,2020-W06,-
France,Lorraine,Not reported,2020-W07,-
France,Lorraine,Not reported,2020-W08,-
France,Lorraine,Sporadic,2020-W09,-
France,Lorraine,Clusters,2020-W10,-
France,Lorraine,Community,2020-W11,-
France,Lorraine,Community,2020-W12,-
France,Lorraine,Community,2020-W13,-
France,Lorraine,Community,2020-W14,-
France,Lorraine,Community,2020-W15,-
France,Lorraine,Community,2020-W16,-
France,Lorraine,Community,2020-W17,-
France,Lorraine,Community,2020-W18,-
France,Lorraine,Community,2020-W19,-
France,Lorraine,Community,2020-W20,-
France,Lorraine,Community,2020-W21,-
France,Lorraine,Clusters,2020-W22,-
France,Lorraine,Clusters,2020-W23,-
France,Lorraine,Clusters,2020-W24,-
France,Lorraine,Clusters,2020-W25,-
France,Lorraine,Clusters,2020-W26,-
France,Lorraine,Clusters,2020-W27,-
France,Lorraine,Clusters,2020-W28,-
France,Lorraine,Clusters,2020-W29,-
France,Lorraine,Clusters,2020-W30,-
France,Lorraine,Clusters,2020-W31,-
France,Lorraine,Clusters,2020-W32,-
France,Lorraine,Clusters,2020-W33,-
France,Lorraine,Clusters,2020-W34,-
France,Lorraine,Community,2020-W35,-
France,Lorraine,Community,2020-W36,-
France,Lorraine,Community,2020-W37,-
France,Lorraine,Community,2020-W38,-
France,Lorraine,Not reported,2020-W39,-
France,Martinique,Not reported,2020-W01,-
France,Martinique,Not reported,2020-W02,-
France,Martinique,Not reported,2020-W03,-
France,Martinique,Not reported,2020-W04,-
France,Martinique,Not reported,2020-W05,-
France,Martinique,Not reported,2020-W06,-
France,Martinique,Not reported,2020-W07,-
France,Martinique,Not reported,2020-W08,-
France,Martinique,No cases,2020-W09,-
France,Martinique,Sporadic,2020-W10,-
France,Martinique,Sporadic,2020-W11,-
France,Martinique,Sporadic,2020-W12,-
France,Martinique,Clusters,2020-W13,-
France,Martinique,Clusters,2020-W14,-
France,Martinique,Sporadic,2020-W15,-
France,Martinique,Sporadic,2020-W16,-
France,Martinique,Sporadic,2020-W17,-
France,Martinique,Sporadic,2020-W18,-
France,Martinique,Sporadic,2020-W19,-
France,Martinique,Sporadic,2020-W20,-
France,Martinique,Sporadic,2020-W21,-
France,Martinique,Sporadic,2020-W22,-
France,Martinique,Sporadic,2020-W23,-
France,Martinique,Sporadic,2020-W24,-
France,Martinique,Sporadic,2020-W25,-
France,Martinique,Sporadic,2020-W26,-
France,Martinique,Sporadic,2020-W27,-
France,Martinique,Sporadic,2020-W28,-
France,Martinique,No cases,2020-W29,-
France,Martinique,Sporadic,2020-W30,-
France,Martinique,Sporadic,2020-W31,-
France,Martinique,Clusters,2020-W32,-
France,Martinique,Clusters,2020-W33,-
France,Martinique,Community,2020-W34,-
France,Martinique,Community,2020-W35,-
France,Martinique,Community,2020-W36,-
France,Martinique,Community,2020-W37,-
France,Martinique,Community,2020-W38,-
France,Martinique,Not reported,2020-W39,-
France,Mayotte,Not reported,2020-W01,-
France,Mayotte,Not reported,2020-W02,-
France,Mayotte,Not reported,2020-W03,-
France,Mayotte,Not reported,2020-W04,-
France,Mayotte,Not reported,2020-W05,-
France,Mayotte,Not reported,2020-W06,-
France,Mayotte,Not reported,2020-W07,-
France,Mayotte,Not reported,2020-W08,-
France,Mayotte,No cases,2020-W09,-
France,Mayotte,No cases,2020-W10,-
France,Mayotte,Sporadic,2020-W11,-
France,Mayotte,Sporadic,2020-W12,-
France,Mayotte,Sporadic,2020-W13,-
France,Mayotte,Community,2020-W14,-
France,Mayotte,Community,2020-W15,-
France,Mayotte,Community,2020-W16,-
France,Mayotte,Community,2020-W17,-
France,Mayotte,Community,2020-W18,-
France,Mayotte,Community,2020-W19,-
France,Mayotte,Community,2020-W20,-
France,Mayotte,Community,2020-W21,-
France,Mayotte,Community,2020-W22,-
France,Mayotte,Community,2020-W23,-
France,Mayotte,Community,2020-W24,-
France,Mayotte,Community,2020-W25,-
France,Mayotte,Community,2020-W26,-
France,Mayotte,Community,2020-W27,-
France,Mayotte,Community,2020-W28,-
France,Mayotte,Community,2020-W29,-
France,Mayotte,Community,2020-W30,-
France,Mayotte,Community,2020-W31,-
France,Mayotte,Community,2020-W32,-
France,Mayotte,Community,2020-W33,-
France,Mayotte,Community,2020-W34,-
France,Mayotte,Community,2020-W35,-
France,Mayotte,Community,2020-W36,-
France,Mayotte,Community,2020-W37,-
France,Mayotte,Community,2020-W38,-
France,Mayotte,Not reported,2020-W39,-
France,Midi-Pyrenees,Not reported,2020-W01,-
France,Midi-Pyrenees,Not reported,2020-W02,-
France,Midi-Pyrenees,Not reported,2020-W03,-
France,Midi-Pyrenees,Not reported,2020-W04,-
France,Midi-Pyrenees,Not reported,2020-W05,-
France,Midi-Pyrenees,Not reported,2020-W06,-
France,Midi-Pyrenees,Not reported,2020-W07,-
France,Midi-Pyrenees,Not reported,2020-W08,-
France,Midi-Pyrenees,Sporadic,2020-W09,-
France,Midi-Pyrenees,Clusters,2020-W10,-
France,Midi-Pyrenees,Community,2020-W11,-
France,Midi-Pyrenees,Community,2020-W12,-
France,Midi-Pyrenees,Community,2020-W13,-
France,Midi-Pyrenees,Community,2020-W14,-
France,Midi-Pyrenees,Community,2020-W15,-
France,Midi-Pyrenees,Community,2020-W16,-
France,Midi-Pyrenees,Community,2020-W17,-
France,Midi-Pyrenees,Community,2020-W18,-
France,Midi-Pyrenees,Community,2020-W19,-
France,Midi-Pyrenees,Community,2020-W20,-
France,Midi-Pyrenees,Community,2020-W21,-
France,Midi-Pyrenees,Clusters,2020-W22,-
France,Midi-Pyrenees,Clusters,2020-W23,-
France,Midi-Pyrenees,Clusters,2020-W24,-
France,Midi-Pyrenees,Clusters,2020-W25,-
France,Midi-Pyrenees,Clusters,2020-W26,-
France,Midi-Pyrenees,Clusters,2020-W27,-
France,Midi-Pyrenees,Clusters,2020-W28,-
France,Midi-Pyrenees,Clusters,2020-W29,-
France,Midi-Pyrenees,Clusters,2020-W30,-
France,Midi-Pyrenees,Clusters,2020-W31,-
France,Midi-Pyrenees,Clusters,2020-W32,-
France,Midi-Pyrenees,Clusters,2020-W33,-
France,Midi-Pyrenees,Clusters,2020-W34,-
France,Midi-Pyrenees,Community,2020-W35,-
France,Midi-Pyrenees,Community,2020-W36,-
France,Midi-Pyrenees,Community,2020-W37,-
France,Midi-Pyrenees,Community,2020-W38,-
France,Midi-Pyrenees,Not reported,2020-W39,-
France,Nord-Pas De Calais,Not reported,2020-W01,-
France,Nord-Pas De Calais,Not reported,2020-W02,-
France,Nord-Pas De Calais,Not reported,2020-W03,-
France,Nord-Pas De Calais,Not reported,2020-W04,-
France,Nord-Pas De Calais,Not reported,2020-W05,-
France,Nord-Pas De Calais,Not reported,2020-W06,-
France,Nord-Pas De Calais,Not reported,2020-W07,-
France,Nord-Pas De Calais,Not reported,2020-W08,-
France,Nord-Pas De Calais,Clusters,2020-W09,-
France,Nord-Pas De Calais,Clusters,2020-W10,-
France,Nord-Pas De Calais,Community,2020-W11,-
France,Nord-Pas De Calais,Community,2020-W12,-
France,Nord-Pas De Calais,Community,2020-W13,-
France,Nord-Pas De Calais,Community,2020-W14,-
France,Nord-Pas De Calais,Community,2020-W15,-
France,Nord-Pas De Calais,Community,2020-W16,-
France,Nord-Pas De Calais,Community,2020-W17,-
France,Nord-Pas De Calais,Community,2020-W18,-
France,Nord-Pas De Calais,Community,2020-W19,-
France,Nord-Pas De Calais,Community,2020-W20,-
France,Nord-Pas De Calais,Clusters,2020-W21,-
France,Nord-Pas De Calais,Clusters,2020-W22,-
France,Nord-Pas De Calais,Clusters,2020-W23,-
France,Nord-Pas De Calais,Clusters,2020-W24,-
France,Nord-Pas De Calais,Clusters,2020-W25,-
France,Nord-Pas De Calais,Clusters,2020-W26,-
France,Nord-Pas De Calais,Clusters,2020-W27,-
France,Nord-Pas De Calais,Clusters,2020-W28,-
France,Nord-Pas De Calais,Clusters,2020-W29,-
France,Nord-Pas De Calais,Clusters,2020-W30,-
France,Nord-Pas De Calais,Clusters,2020-W31,-
France,Nord-Pas De Calais,Clusters,2020-W32,-
France,Nord-Pas De Calais,Clusters,2020-W33,-
France,Nord-Pas De Calais,Clusters,2020-W34,-
France,Nord-Pas De Calais,Community,2020-W35,-
France,Nord-Pas De Calais,Community,2020-W36,-
France,Nord-Pas De Calais,Community,2020-W37,-
France,Nord-Pas De Calais,Community,2020-W38,-
France,Nord-Pas De Calais,Not reported,2020-W39,-
France,Pays De La Loire,Not reported,2020-W01,-
France,Pays De La Loire,Not reported,2020-W02,-
France,Pays De La Loire,Not reported,2020-W03,-
France,Pays De La Loire,Not reported,2020-W04,-
France,Pays De La Loire,Not reported,2020-W05,-
France,Pays De La Loire,Not reported,2020-W06,-
France,Pays De La Loire,Not reported,2020-W07,-
France,Pays De La Loire,Not reported,2020-W08,-
France,Pays De La Loire,Sporadic,2020-W09,-
France,Pays De La Loire,Sporadic,2020-W10,-
France,Pays De La Loire,Sporadic,2020-W11,-
France,Pays De La Loire,Community,2020-W12,-
France,Pays De La Loire,Community,2020-W13,-
France,Pays De La Loire,Community,2020-W14,-
France,Pays De La Loire,Community,2020-W15,-
France,Pays De La Loire,Community,2020-W16,-
France,Pays De La Loire,Community,2020-W17,-
France,Pays De La Loire,Community,2020-W18,-
France,Pays De La Loire,Community,2020-W19,-
France,Pays De La Loire,Community,2020-W20,-
France,Pays De La Loire,Community,2020-W21,-
France,Pays De La Loire,Community,2020-W22,-
France,Pays De La Loire,Clusters,2020-W23,-
France,Pays De La Loire,Clusters,2020-W24,-
France,Pays De La Loire,Clusters,2020-W25,-
France,Pays De La Loire,Clusters,2020-W26,-
France,Pays De La Loire,Clusters,2020-W27,-
France,Pays De La Loire,Clusters,2020-W28,-
France,Pays De La Loire,Clusters,2020-W29,-
France,Pays De La Loire,Clusters,2020-W30,-
France,Pays De La Loire,Clusters,2020-W31,-
France,Pays De La Loire,Clusters,2020-W32,-
France,Pays De La Loire,Clusters,2020-W33,-
France,Pays De La Loire,Clusters,2020-W34,-
France,Pays De La Loire,Community,2020-W35,-
France,Pays De La Loire,Community,2020-W36,-
France,Pays De La Loire,Community,2020-W37,-
France,Pays De La Loire,Community,2020-W38,-
France,Pays De La Loire,Not reported,2020-W39,-
France,Picardie,Not reported,2020-W01,-
France,Picardie,Not reported,2020-W02,-
France,Picardie,Not reported,2020-W03,-
France,Picardie,Not reported,2020-W04,-
France,Picardie,Not reported,2020-W05,-
France,Picardie,Not reported,2020-W06,-
France,Picardie,Not reported,2020-W07,-
France,Picardie,Not reported,2020-W08,-
France,Picardie,Clusters,2020-W09,-
France,Picardie,Clusters,2020-W10,-
France,Picardie,Community,2020-W11,-
France,Picardie,Community,2020-W12,-
France,Picardie,Community,2020-W13,-
France,Picardie,Community,2020-W14,-
France,Picardie,Community,2020-W15,-
France,Picardie,Community,2020-W16,-
France,Picardie,Community,2020-W17,-
France,Picardie,Community,2020-W18,-
France,Picardie,Community,2020-W19,-
France,Picardie,Community,2020-W20,-
France,Picardie,Clusters,2020-W21,-
France,Picardie,Clusters,2020-W22,-
France,Picardie,Clusters,2020-W23,-
France,Picardie,Clusters,2020-W24,-
France,Picardie,Clusters,2020-W25,-
France,Picardie,Clusters,2020-W26,-
France,Picardie,Clusters,2020-W27,-
France,Picardie,Clusters,2020-W28,-
France,Picardie,Clusters,2020-W29,-
France,Picardie,Clusters,2020-W30,-
France,Picardie,Clusters,2020-W31,-
France,Picardie,Clusters,2020-W32,-
France,Picardie,Clusters,2020-W33,-
France,Picardie,Clusters,2020-W34,-
France,Picardie,Community,2020-W35,-
France,Picardie,Community,2020-W36,-
France,Picardie,Community,2020-W37,-
France,Picardie,Community,2020-W38,-
France,Picardie,Not reported,2020-W39,-
France,Poitou-Charentes,Not reported,2020-W01,-
France,Poitou-Charentes,Not reported,2020-W02,-
France,Poitou-Charentes,Not reported,2020-W03,-
France,Poitou-Charentes,Not reported,2020-W04,-
France,Poitou-Charentes,Not reported,2020-W05,-
France,Poitou-Charentes,Not reported,2020-W06,-
France,Poitou-Charentes,Not reported,2020-W07,-
France,Poitou-Charentes,Not reported,2020-W08,-
France,Poitou-Charentes,Sporadic,2020-W09,-
France,Poitou-Charentes,Clusters,2020-W10,-
France,Poitou-Charentes,Clusters,2020-W11,-
France,Poitou-Charentes,Community,2020-W12,-
France,Poitou-Charentes,Community,2020-W13,-
France,Poitou-Charentes,Community,2020-W14,-
France,Poitou-Charentes,Community,2020-W15,-
France,Poitou-Charentes,Community,2020-W16,-
France,Poitou-Charentes,Community,2020-W17,-
France,Poitou-Charentes,Community,2020-W18,-
France,Poitou-Charentes,Clusters,2020-W19,-
France,Poitou-Charentes,Clusters,2020-W20,-
France,Poitou-Charentes,Clusters,2020-W21,-
France,Poitou-Charentes,Clusters,2020-W22,-
France,Poitou-Charentes,Clusters,2020-W23,-
France,Poitou-Charentes,Sporadic,2020-W24,-
France,Poitou-Charentes,Sporadic,2020-W25,-
France,Poitou-Charentes,Sporadic,2020-W26,-
France,Poitou-Charentes,Clusters,2020-W27,-
France,Poitou-Charentes,Clusters,2020-W28,-
France,Poitou-Charentes,Clusters,2020-W29,-
France,Poitou-Charentes,Clusters,2020-W30,-
France,Poitou-Charentes,Clusters,2020-W31,-
France,Poitou-Charentes,Clusters,2020-W32,-
France,Poitou-Charentes,Clusters,2020-W33,-
France,Poitou-Charentes,Clusters,2020-W34,-
France,Poitou-Charentes,Community,2020-W35,-
France,Poitou-Charentes,Community,2020-W36,-
France,Poitou-Charentes,Community,2020-W37,-
France,Poitou-Charentes,Community,2020-W38,-
France,Poitou-Charentes,Not reported,2020-W39,-
France,Provence-Alpes-Cote D’Azur,Not reported,2020-W01,-
France,Provence-Alpes-Cote D’Azur,Not reported,2020-W02,-
France,Provence-Alpes-Cote D’Azur,Not reported,2020-W03,-
France,Provence-Alpes-Cote D’Azur,Not reported,2020-W04,-
France,Provence-Alpes-Cote D’Azur,Not reported,2020-W05,-
France,Provence-Alpes-Cote D’Azur,Not reported,2020-W06,-
France,Provence-Alpes-Cote D’Azur,Not reported,2020-W07,-
France,Provence-Alpes-Cote D’Azur,Not reported,2020-W08,-
France,Provence-Alpes-Cote D’Azur,Sporadic,2020-W09,-
France,Provence-Alpes-Cote D’Azur,Clusters,2020-W10,-
France,Provence-Alpes-Cote D’Azur,Community,2020-W11,-
France,Provence-Alpes-Cote D’Azur,Community,2020-W12,-
France,Provence-Alpes-Cote D’Azur,Community,2020-W13,-
France,Provence-Alpes-Cote D’Azur,Community,2020-W14,-
France,Provence-Alpes-Cote D’Azur,Community,2020-W15,-
France,Provence-Alpes-Cote D’Azur,Community,2020-W16,-
France,Provence-Alpes-Cote D’Azur,Community,2020-W17,-
France,Provence-Alpes-Cote D’Azur,Community,2020-W18,-
France,Provence-Alpes-Cote D’Azur,Community,2020-W19,-
France,Provence-Alpes-Cote D’Azur,Community,2020-W20,-
France,Provence-Alpes-Cote D’Azur,Community,2020-W21,-
France,Provence-Alpes-Cote D’Azur,Community,2020-W22,-
France,Provence-Alpes-Cote D’Azur,Clusters,2020-W23,-
France,Provence-Alpes-Cote D’Azur,Clusters,2020-W24,-
France,Provence-Alpes-Cote D’Azur,Clusters,2020-W25,-
France,Provence-Alpes-Cote D’Azur,Clusters,2020-W26,-
France,Provence-Alpes-Cote D’Azur,Clusters,2020-W27,-
France,Provence-Alpes-Cote D’Azur,Clusters,2020-W28,-
France,Provence-Alpes-Cote D’Azur,Clusters,2020-W29,-
France,Provence-Alpes-Cote D’Azur,Clusters,2020-W30,-
France,Provence-Alpes-Cote D’Azur,Clusters,2020-W31,-
France,Provence-Alpes-Cote D’Azur,Community,2020-W32,-
France,Provence-Alpes-Cote D’Azur,Community,2020-W33,-
France,Provence-Alpes-Cote D’Azur,Community,2020-W34,-
France,Provence-Alpes-Cote D’Azur,Community,2020-W35,-
France,Provence-Alpes-Cote D’Azur,Community,2020-W36,-
France,Provence-Alpes-Cote D’Azur,Community,2020-W37,-
France,Provence-Alpes-Cote D’Azur,Community,2020-W38,-
France,Provence-Alpes-Cote D’Azur,Not reported,2020-W39,-
France,Rhone-Alpes,Not reported,2020-W01,-
France,Rhone-Alpes,Not reported,2020-W02,-
France,Rhone-Alpes,Not reported,2020-W03,-
France,Rhone-Alpes,Not reported,2020-W04,-
France,Rhone-Alpes,Not reported,2020-W05,-
France,Rhone-Alpes,Not reported,2020-W06,-
France,Rhone-Alpes,Not reported,2020-W07,-
France,Rhone-Alpes,Not reported,2020-W08,-
France,Rhone-Alpes,Clusters,2020-W09,-
France,Rhone-Alpes,Clusters,2020-W10,-
France,Rhone-Alpes,Community,2020-W11,-
France,Rhone-Alpes,Community,2020-W12,-
France,Rhone-Alpes,Community,2020-W13,-
France,Rhone-Alpes,Community,2020-W14,-
France,Rhone-Alpes,Community,2020-W15,-
France,Rhone-Alpes,Community,2020-W16,-
France,Rhone-Alpes,Community,2020-W17,-
France,Rhone-Alpes,Community,2020-W18,-
France,Rhone-Alpes,Community,2020-W19,-
France,Rhone-Alpes,Community,2020-W20,-
France,Rhone-Alpes,Community,2020-W21,-
France,Rhone-Alpes,Community,2020-W22,-
France,Rhone-Alpes,Clusters,2020-W23,-
France,Rhone-Alpes,Clusters,2020-W24,-
France,Rhone-Alpes,Clusters,2020-W25,-
France,Rhone-Alpes,Clusters,2020-W26,-
France,Rhone-Alpes,Clusters,2020-W27,-
France,Rhone-Alpes,Clusters,2020-W28,-
France,Rhone-Alpes,Clusters,2020-W29,-
France,Rhone-Alpes,Clusters,2020-W30,-
France,Rhone-Alpes,Clusters,2020-W31,-
France,Rhone-Alpes,Clusters,2020-W32,-
France,Rhone-Alpes,Clusters,2020-W33,-
France,Rhone-Alpes,Clusters,2020-W34,-
France,Rhone-Alpes,Community,2020-W35,-
France,Rhone-Alpes,Community,2020-W36,-
France,Rhone-Alpes,Community,2020-W37,-
France,Rhone-Alpes,Community,2020-W38,-
France,Rhone-Alpes,Not reported,2020-W39,-
Germany,Arnsberg,Not reported,2020-W01,-
Germany,Arnsberg,Not reported,2020-W02,-
Germany,Arnsberg,Not reported,2020-W03,-
Germany,Arnsberg,Not reported,2020-W04,-
Germany,Arnsberg,Not reported,2020-W05,-
Germany,Arnsberg,Not reported,2020-W06,-
Germany,Arnsberg,Not reported,2020-W07,-
Germany,Arnsberg,Not reported,2020-W08,-
Germany,Arnsberg,Not reported,2020-W09,-
Germany,Arnsberg,Not reported,2020-W10,-
Germany,Arnsberg,Not reported,2020-W11,-
Germany,Arnsberg,Not reported,2020-W12,-
Germany,Arnsberg,Not reported,2020-W13,-
Germany,Arnsberg,Not reported,2020-W14,-
Germany,Arnsberg,Not reported,2020-W15,-
Germany,Arnsberg,Not reported,2020-W16,-
